"Date","Team","Opponent","Home_Away","idTeam","cityTeam","teamName"
2023-12-02,"Memphis Grizzlies","Phoenix Suns","Away",1610612763,"Memphis","Grizzlies"
2023-12-02,"Phoenix Suns","Memphis Grizzlies","Home",1610612756,"Phoenix","Suns"
2023-12-02,"Portland Trail Blazers","Utah Jazz","Away",1610612757,"Portland","Trail Blazers"
2023-12-02,"Utah Jazz","Portland Trail Blazers","Home",1610612762,"Utah","Jazz"
2023-12-02,"Denver Nuggets","Sacramento Kings","Away",1610612743,"Denver","Nuggets"
2023-12-02,"Sacramento Kings","Denver Nuggets","Home",1610612758,"Sacramento","Kings"
2023-12-02,"Houston Rockets","Los Angeles Lakers","Away",1610612745,"Houston","Rockets"
2023-12-02,"Los Angeles Lakers","Houston Rockets","Home",1610612747,"Los Angeles","Lakers"
2023-12-11,"Miami Heat","Charlotte Hornets","Away",1610612748,"Miami","Heat"
2023-12-11,"Charlotte Hornets","Miami Heat","Home",1610612766,"Charlotte","Hornets"
2023-12-11,"Indiana Pacers","Detroit Pistons","Away",1610612754,"Indiana","Pacers"
2023-12-11,"Detroit Pistons","Indiana Pacers","Home",1610612765,"Detroit","Pistons"
2023-12-11,"Cleveland Cavaliers","Orlando Magic","Away",1610612739,"Cleveland","Cavaliers"
2023-12-11,"Orlando Magic","Cleveland Cavaliers","Home",1610612753,"Orlando","Magic"
2023-12-11,"Washington Wizards","Philadelphia 76ers","Away",1610612764,"Washington","Wizards"
2023-12-11,"Philadelphia 76ers","Washington Wizards","Home",1610612755,"Philadelphia","76ers"
2023-12-11,"Denver Nuggets","Atlanta Hawks","Away",1610612743,"Denver","Nuggets"
2023-12-11,"Atlanta Hawks","Denver Nuggets","Home",1610612737,"Atlanta","Hawks"
2023-12-11,"Toronto Raptors","New York Knicks","Away",1610612761,"Toronto","Raptors"
2023-12-11,"New York Knicks","Toronto Raptors","Home",1610612752,"New York","Knicks"
2023-12-11,"San Antonio Spurs","Houston Rockets","Away",1610612759,"San Antonio","Spurs"
2023-12-11,"Houston Rockets","San Antonio Spurs","Home",1610612745,"Houston","Rockets"
2023-12-11,"Dallas Mavericks","Memphis Grizzlies","Away",1610612742,"Dallas","Mavericks"
2023-12-11,"Memphis Grizzlies","Dallas Mavericks","Home",1610612763,"Memphis","Grizzlies"
2023-12-11,"Chicago Bulls","Milwaukee Bucks","Away",1610612741,"Chicago","Bulls"
2023-12-11,"Milwaukee Bucks","Chicago Bulls","Home",1610612749,"Milwaukee","Bucks"
2023-12-11,"Minnesota Timberwolves","New Orleans Pelicans","Away",1610612750,"Minnesota","Timberwolves"
2023-12-11,"New Orleans Pelicans","Minnesota Timberwolves","Home",1610612740,"New Orleans","Pelicans"
2023-12-11,"Utah Jazz","Oklahoma City Thunder","Away",1610612762,"Utah","Jazz"
2023-12-11,"Oklahoma City Thunder","Utah Jazz","Home",1610612760,"Oklahoma City","Thunder"
2023-12-11,"Brooklyn Nets","Sacramento Kings","Away",1610612751,"Brooklyn","Nets"
2023-12-11,"Sacramento Kings","Brooklyn Nets","Home",1610612758,"Sacramento","Kings"
2023-12-11,"Portland Trail Blazers","Los Angeles Clippers","Away",1610612757,"Portland","Trail Blazers"
2023-12-11,"Los Angeles Clippers","Portland Trail Blazers","Home",1610612746,"LA","Clippers"
2023-12-12,"Cleveland Cavaliers","Boston Celtics","Away",1610612739,"Cleveland","Cavaliers"
2023-12-12,"Boston Celtics","Cleveland Cavaliers","Home",1610612738,"Boston","Celtics"
2023-12-12,"Los Angeles Lakers","Dallas Mavericks","Away",1610612747,"Los Angeles","Lakers"
2023-12-12,"Dallas Mavericks","Los Angeles Lakers","Home",1610612742,"Dallas","Mavericks"
2023-12-12,"Denver Nuggets","Chicago Bulls","Away",1610612743,"Denver","Nuggets"
2023-12-12,"Chicago Bulls","Denver Nuggets","Home",1610612741,"Chicago","Bulls"
2023-12-12,"Golden State Warriors","Phoenix Suns","Away",1610612744,"Golden State","Warriors"
2023-12-12,"Phoenix Suns","Golden State Warriors","Home",1610612756,"Phoenix","Suns"
2023-12-12,"Sacramento Kings","Los Angeles Clippers","Away",1610612758,"Sacramento","Kings"
2023-12-12,"Los Angeles Clippers","Sacramento Kings","Home",1610612746,"LA","Clippers"
2023-12-13,"Philadelphia 76ers","Detroit Pistons","Away",1610612755,"Philadelphia","76ers"
2023-12-13,"Detroit Pistons","Philadelphia 76ers","Home",1610612765,"Detroit","Pistons"
2023-12-13,"New Orleans Pelicans","Washington Wizards","Away",1610612740,"New Orleans","Pelicans"
2023-12-13,"Washington Wizards","New Orleans Pelicans","Home",1610612764,"Washington","Wizards"
2023-12-13,"Charlotte Hornets","Miami Heat","Away",1610612766,"Charlotte","Hornets"
2023-12-13,"Miami Heat","Charlotte Hornets","Home",1610612748,"Miami","Heat"
2023-12-13,"Atlanta Hawks","Toronto Raptors","Away",1610612737,"Atlanta","Hawks"
2023-12-13,"Toronto Raptors","Atlanta Hawks","Home",1610612761,"Toronto","Raptors"
2023-12-13,"Memphis Grizzlies","Houston Rockets","Away",1610612763,"Memphis","Grizzlies"
2023-12-13,"Houston Rockets","Memphis Grizzlies","Home",1610612745,"Houston","Rockets"
2023-12-13,"Indiana Pacers","Milwaukee Bucks","Away",1610612754,"Indiana","Pacers"
2023-12-13,"Milwaukee Bucks","Indiana Pacers","Home",1610612749,"Milwaukee","Bucks"
2023-12-13,"Los Angeles Lakers","San Antonio Spurs","Away",1610612747,"Los Angeles","Lakers"
2023-12-13,"San Antonio Spurs","Los Angeles Lakers","Home",1610612759,"San Antonio","Spurs"
2023-12-13,"Brooklyn Nets","Phoenix Suns","Away",1610612751,"Brooklyn","Nets"
2023-12-13,"Phoenix Suns","Brooklyn Nets","Home",1610612756,"Phoenix","Suns"
2023-12-13,"New York Knicks","Utah Jazz","Away",1610612752,"New York","Knicks"
2023-12-13,"Utah Jazz","New York Knicks","Home",1610612762,"Utah","Jazz"
2023-12-14,"Cleveland Cavaliers","Boston Celtics","Away",1610612739,"Cleveland","Cavaliers"
2023-12-14,"Boston Celtics","Cleveland Cavaliers","Home",1610612738,"Boston","Celtics"
2023-12-14,"Chicago Bulls","Miami Heat","Away",1610612741,"Chicago","Bulls"
2023-12-14,"Miami Heat","Chicago Bulls","Home",1610612748,"Miami","Heat"
2023-12-14,"Minnesota Timberwolves","Dallas Mavericks","Away",1610612750,"Minnesota","Timberwolves"
2023-12-14,"Dallas Mavericks","Minnesota Timberwolves","Home",1610612742,"Dallas","Mavericks"
2023-12-14,"Brooklyn Nets","Denver Nuggets","Away",1610612751,"Brooklyn","Nets"
2023-12-14,"Denver Nuggets","Brooklyn Nets","Home",1610612743,"Denver","Nuggets"
2023-12-14,"Utah Jazz","Portland Trail Blazers","Away",1610612762,"Utah","Jazz"
2023-12-14,"Portland Trail Blazers","Utah Jazz","Home",1610612757,"Portland","Trail Blazers"
2023-12-14,"Oklahoma City Thunder","Sacramento Kings","Away",1610612760,"Oklahoma City","Thunder"
2023-12-14,"Sacramento Kings","Oklahoma City Thunder","Home",1610612758,"Sacramento","Kings"
2023-12-14,"Golden State Warriors","Los Angeles Clippers","Away",1610612744,"Golden State","Warriors"
2023-12-14,"Los Angeles Clippers","Golden State Warriors","Home",1610612746,"LA","Clippers"
2023-12-15,"New Orleans Pelicans","Charlotte Hornets","Away",1610612740,"New Orleans","Pelicans"
2023-12-15,"Charlotte Hornets","New Orleans Pelicans","Home",1610612766,"Charlotte","Hornets"
2023-12-15,"Detroit Pistons","Philadelphia 76ers","Away",1610612765,"Detroit","Pistons"
2023-12-15,"Philadelphia 76ers","Detroit Pistons","Home",1610612755,"Philadelphia","76ers"
2023-12-15,"Indiana Pacers","Washington Wizards","Away",1610612754,"Indiana","Pacers"
2023-12-15,"Washington Wizards","Indiana Pacers","Home",1610612764,"Washington","Wizards"
2023-12-15,"Orlando Magic","Boston Celtics","Away",1610612753,"Orlando","Magic"
2023-12-15,"Boston Celtics","Orlando Magic","Home",1610612738,"Boston","Celtics"
2023-12-15,"Los Angeles Lakers","San Antonio Spurs","Away",1610612747,"Los Angeles","Lakers"
2023-12-15,"San Antonio Spurs","Los Angeles Lakers","Home",1610612759,"San Antonio","Spurs"
2023-12-15,"Atlanta Hawks","Toronto Raptors","Away",1610612737,"Atlanta","Hawks"
2023-12-15,"Toronto Raptors","Atlanta Hawks","Home",1610612761,"Toronto","Raptors"
2023-12-15,"Houston Rockets","Memphis Grizzlies","Away",1610612745,"Houston","Rockets"
2023-12-15,"Memphis Grizzlies","Houston Rockets","Home",1610612763,"Memphis","Grizzlies"
2023-12-15,"New York Knicks","Phoenix Suns","Away",1610612752,"New York","Knicks"
2023-12-15,"Phoenix Suns","New York Knicks","Home",1610612756,"Phoenix","Suns"
2023-12-16,"Detroit Pistons","Milwaukee Bucks","Away",1610612765,"Detroit","Pistons"
2023-12-16,"Milwaukee Bucks","Detroit Pistons","Home",1610612749,"Milwaukee","Bucks"
2023-12-16,"Philadelphia 76ers","Charlotte Hornets","Away",1610612755,"Philadelphia","76ers"
2023-12-16,"Charlotte Hornets","Philadelphia 76ers","Home",1610612766,"Charlotte","Hornets"
2023-12-16,"Atlanta Hawks","Cleveland Cavaliers","Away",1610612737,"Atlanta","Hawks"
2023-12-16,"Cleveland Cavaliers","Atlanta Hawks","Home",1610612739,"Cleveland","Cavaliers"
2023-12-16,"Chicago Bulls","Miami Heat","Away",1610612741,"Chicago","Bulls"
2023-12-16,"Miami Heat","Chicago Bulls","Home",1610612748,"Miami","Heat"
2023-12-16,"Indiana Pacers","Minnesota Timberwolves","Away",1610612754,"Indiana","Pacers"
2023-12-16,"Minnesota Timberwolves","Indiana Pacers","Home",1610612750,"Minnesota","Timberwolves"
2023-12-16,"Brooklyn Nets","Golden State Warriors","Away",1610612751,"Brooklyn","Nets"
2023-12-16,"Golden State Warriors","Brooklyn Nets","Home",1610612744,"Golden State","Warriors"
2023-12-16,"Oklahoma City Thunder","Denver Nuggets","Away",1610612760,"Oklahoma City","Thunder"
2023-12-16,"Denver Nuggets","Oklahoma City Thunder","Home",1610612743,"Denver","Nuggets"
2023-12-16,"Dallas Mavericks","Portland Trail Blazers","Away",1610612742,"Dallas","Mavericks"
2023-12-16,"Portland Trail Blazers","Dallas Mavericks","Home",1610612757,"Portland","Trail Blazers"
2023-12-16,"Utah Jazz","Sacramento Kings","Away",1610612762,"Utah","Jazz"
2023-12-16,"Sacramento Kings","Utah Jazz","Home",1610612758,"Sacramento","Kings"
2023-12-16,"New York Knicks","Los Angeles Clippers","Away",1610612752,"New York","Knicks"
2023-12-16,"Los Angeles Clippers","New York Knicks","Home",1610612746,"LA","Clippers"
2023-12-17,"Orlando Magic","Boston Celtics","Away",1610612753,"Orlando","Magic"
2023-12-17,"Boston Celtics","Orlando Magic","Home",1610612738,"Boston","Celtics"
2023-12-17,"New Orleans Pelicans","San Antonio Spurs","Away",1610612740,"New Orleans","Pelicans"
2023-12-17,"San Antonio Spurs","New Orleans Pelicans","Home",1610612759,"San Antonio","Spurs"
2023-12-17,"Houston Rockets","Milwaukee Bucks","Away",1610612745,"Houston","Rockets"
2023-12-17,"Milwaukee Bucks","Houston Rockets","Home",1610612749,"Milwaukee","Bucks"
2023-12-17,"Washington Wizards","Phoenix Suns","Away",1610612764,"Washington","Wizards"
2023-12-17,"Phoenix Suns","Washington Wizards","Home",1610612756,"Phoenix","Suns"
2023-12-17,"Golden State Warriors","Portland Trail Blazers","Away",1610612744,"Golden State","Warriors"
2023-12-17,"Portland Trail Blazers","Golden State Warriors","Home",1610612757,"Portland","Trail Blazers"
2023-12-18,"Houston Rockets","Cleveland Cavaliers","Away",1610612745,"Houston","Rockets"
2023-12-18,"Cleveland Cavaliers","Houston Rockets","Home",1610612739,"Cleveland","Cavaliers"
2023-12-18,"Los Angeles Clippers","Indiana Pacers","Away",1610612746,"LA","Clippers"
2023-12-18,"Indiana Pacers","Los Angeles Clippers","Home",1610612754,"Indiana","Pacers"
2023-12-18,"Chicago Bulls","Philadelphia 76ers","Away",1610612741,"Chicago","Bulls"
2023-12-18,"Philadelphia 76ers","Chicago Bulls","Home",1610612755,"Philadelphia","76ers"
2023-12-18,"Detroit Pistons","Atlanta Hawks","Away",1610612765,"Detroit","Pistons"
2023-12-18,"Atlanta Hawks","Detroit Pistons","Home",1610612737,"Atlanta","Hawks"
2023-12-18,"Minnesota Timberwolves","Miami Heat","Away",1610612750,"Minnesota","Timberwolves"
2023-12-18,"Miami Heat","Minnesota Timberwolves","Home",1610612748,"Miami","Heat"
2023-12-18,"Charlotte Hornets","Toronto Raptors","Away",1610612766,"Charlotte","Hornets"
2023-12-18,"Toronto Raptors","Charlotte Hornets","Home",1610612761,"Toronto","Raptors"
2023-12-18,"Memphis Grizzlies","Oklahoma City Thunder","Away",1610612763,"Memphis","Grizzlies"
2023-12-18,"Oklahoma City Thunder","Memphis Grizzlies","Home",1610612760,"Oklahoma City","Thunder"
2023-12-18,"Dallas Mavericks","Denver Nuggets","Away",1610612742,"Dallas","Mavericks"
2023-12-18,"Denver Nuggets","Dallas Mavericks","Home",1610612743,"Denver","Nuggets"
2023-12-18,"Brooklyn Nets","Utah Jazz","Away",1610612751,"Brooklyn","Nets"
2023-12-18,"Utah Jazz","Brooklyn Nets","Home",1610612762,"Utah","Jazz"
2023-12-18,"Washington Wizards","Sacramento Kings","Away",1610612764,"Washington","Wizards"
2023-12-18,"Sacramento Kings","Washington Wizards","Home",1610612758,"Sacramento","Kings"
2023-12-18,"New York Knicks","Los Angeles Lakers","Away",1610612752,"New York","Knicks"
2023-12-18,"Los Angeles Lakers","New York Knicks","Home",1610612747,"Los Angeles","Lakers"
2023-12-19,"Memphis Grizzlies","New Orleans Pelicans","Away",1610612763,"Memphis","Grizzlies"
2023-12-19,"New Orleans Pelicans","Memphis Grizzlies","Home",1610612740,"New Orleans","Pelicans"
2023-12-19,"San Antonio Spurs","Milwaukee Bucks","Away",1610612759,"San Antonio","Spurs"
2023-12-19,"Milwaukee Bucks","San Antonio Spurs","Home",1610612749,"Milwaukee","Bucks"
2023-12-19,"Boston Celtics","Golden State Warriors","Away",1610612738,"Boston","Celtics"
2023-12-19,"Golden State Warriors","Boston Celtics","Home",1610612744,"Golden State","Warriors"
2023-12-19,"Phoenix Suns","Portland Trail Blazers","Away",1610612756,"Phoenix","Suns"
2023-12-19,"Portland Trail Blazers","Phoenix Suns","Home",1610612757,"Portland","Trail Blazers"
2023-12-20,"Utah Jazz","Cleveland Cavaliers","Away",1610612762,"Utah","Jazz"
2023-12-20,"Cleveland Cavaliers","Utah Jazz","Home",1610612739,"Cleveland","Cavaliers"
2023-12-20,"Charlotte Hornets","Indiana Pacers","Away",1610612766,"Charlotte","Hornets"
2023-12-20,"Indiana Pacers","Charlotte Hornets","Home",1610612754,"Indiana","Pacers"
2023-12-20,"Miami Heat","Orlando Magic","Away",1610612748,"Miami","Heat"
2023-12-20,"Orlando Magic","Miami Heat","Home",1610612753,"Orlando","Magic"
2023-12-20,"Minnesota Timberwolves","Philadelphia 76ers","Away",1610612750,"Minnesota","Timberwolves"
2023-12-20,"Philadelphia 76ers","Minnesota Timberwolves","Home",1610612755,"Philadelphia","76ers"
2023-12-20,"New York Knicks","Brooklyn Nets","Away",1610612752,"New York","Knicks"
2023-12-20,"Brooklyn Nets","New York Knicks","Home",1610612751,"Brooklyn","Nets"
2023-12-20,"Denver Nuggets","Toronto Raptors","Away",1610612743,"Denver","Nuggets"
2023-12-20,"Toronto Raptors","Denver Nuggets","Home",1610612761,"Toronto","Raptors"
2023-12-20,"Los Angeles Lakers","Chicago Bulls","Away",1610612747,"Los Angeles","Lakers"
2023-12-20,"Chicago Bulls","Los Angeles Lakers","Home",1610612741,"Chicago","Bulls"
2023-12-20,"Atlanta Hawks","Houston Rockets","Away",1610612737,"Atlanta","Hawks"
2023-12-20,"Houston Rockets","Atlanta Hawks","Home",1610612745,"Houston","Rockets"
2023-12-20,"Los Angeles Clippers","Dallas Mavericks","Away",1610612746,"LA","Clippers"
2023-12-20,"Dallas Mavericks","Los Angeles Clippers","Home",1610612742,"Dallas","Mavericks"
2023-12-20,"Boston Celtics","Sacramento Kings","Away",1610612738,"Boston","Celtics"
2023-12-20,"Sacramento Kings","Boston Celtics","Home",1610612758,"Sacramento","Kings"
2023-12-21,"Utah Jazz","Detroit Pistons","Away",1610612762,"Utah","Jazz"
2023-12-21,"Detroit Pistons","Utah Jazz","Home",1610612765,"Detroit","Pistons"
2023-12-21,"New Orleans Pelicans","Cleveland Cavaliers","Away",1610612740,"New Orleans","Pelicans"
2023-12-21,"Cleveland Cavaliers","New Orleans Pelicans","Home",1610612739,"Cleveland","Cavaliers"
2023-12-21,"San Antonio Spurs","Chicago Bulls","Away",1610612759,"San Antonio","Spurs"
2023-12-21,"Chicago Bulls","San Antonio Spurs","Home",1610612741,"Chicago","Bulls"
2023-12-21,"Indiana Pacers","Memphis Grizzlies","Away",1610612754,"Indiana","Pacers"
2023-12-21,"Memphis Grizzlies","Indiana Pacers","Home",1610612763,"Memphis","Grizzlies"
2023-12-21,"Orlando Magic","Milwaukee Bucks","Away",1610612753,"Orlando","Magic"
2023-12-21,"Milwaukee Bucks","Orlando Magic","Home",1610612749,"Milwaukee","Bucks"
2023-12-21,"Los Angeles Clippers","Oklahoma City Thunder","Away",1610612746,"LA","Clippers"
2023-12-21,"Oklahoma City Thunder","Los Angeles Clippers","Home",1610612760,"Oklahoma City","Thunder"
2023-12-21,"Los Angeles Lakers","Minnesota Timberwolves","Away",1610612747,"Los Angeles","Lakers"
2023-12-21,"Minnesota Timberwolves","Los Angeles Lakers","Home",1610612750,"Minnesota","Timberwolves"
2023-12-21,"Washington Wizards","Portland Trail Blazers","Away",1610612764,"Washington","Wizards"
2023-12-21,"Portland Trail Blazers","Washington Wizards","Home",1610612757,"Portland","Trail Blazers"
2023-12-22,"Denver Nuggets","Brooklyn Nets","Away",1610612743,"Denver","Nuggets"
2023-12-22,"Brooklyn Nets","Denver Nuggets","Home",1610612751,"Brooklyn","Nets"
2023-12-22,"Toronto Raptors","Philadelphia 76ers","Away",1610612761,"Toronto","Raptors"
2023-12-22,"Philadelphia 76ers","Toronto Raptors","Home",1610612755,"Philadelphia","76ers"
2023-12-22,"Dallas Mavericks","Houston Rockets","Away",1610612742,"Dallas","Mavericks"
2023-12-22,"Houston Rockets","Dallas Mavericks","Home",1610612745,"Houston","Rockets"
2023-12-22,"Atlanta Hawks","Miami Heat","Away",1610612737,"Atlanta","Hawks"
2023-12-22,"Miami Heat","Atlanta Hawks","Home",1610612748,"Miami","Heat"
2023-12-22,"Washington Wizards","Golden State Warriors","Away",1610612764,"Washington","Wizards"
2023-12-22,"Golden State Warriors","Washington Wizards","Home",1610612744,"Golden State","Warriors"
2023-12-22,"Phoenix Suns","Sacramento Kings","Away",1610612756,"Phoenix","Suns"
2023-12-22,"Sacramento Kings","Phoenix Suns","Home",1610612758,"Sacramento","Kings"
2023-12-23,"Milwaukee Bucks","New York Knicks","Away",1610612749,"Milwaukee","Bucks"
2023-12-23,"New York Knicks","Milwaukee Bucks","Home",1610612752,"New York","Knicks"
2023-12-23,"Boston Celtics","Los Angeles Clippers","Away",1610612738,"Boston","Celtics"
2023-12-23,"Los Angeles Clippers","Boston Celtics","Home",1610612746,"LA","Clippers"
2023-12-23,"Denver Nuggets","Charlotte Hornets","Away",1610612743,"Denver","Nuggets"
2023-12-23,"Charlotte Hornets","Denver Nuggets","Home",1610612766,"Charlotte","Hornets"
2023-12-23,"Orlando Magic","Indiana Pacers","Away",1610612753,"Orlando","Magic"
2023-12-23,"Indiana Pacers","Orlando Magic","Home",1610612754,"Indiana","Pacers"
2023-12-23,"Houston Rockets","New Orleans Pelicans","Away",1610612745,"Houston","Rockets"
2023-12-23,"New Orleans Pelicans","Houston Rockets","Home",1610612740,"New Orleans","Pelicans"
2023-12-23,"Memphis Grizzlies","Atlanta Hawks","Away",1610612763,"Memphis","Grizzlies"
2023-12-23,"Atlanta Hawks","Memphis Grizzlies","Home",1610612737,"Atlanta","Hawks"
2023-12-23,"Detroit Pistons","Brooklyn Nets","Away",1610612765,"Detroit","Pistons"
2023-12-23,"Brooklyn Nets","Detroit Pistons","Home",1610612751,"Brooklyn","Nets"
2023-12-23,"Utah Jazz","Toronto Raptors","Away",1610612762,"Utah","Jazz"
2023-12-23,"Toronto Raptors","Utah Jazz","Home",1610612761,"Toronto","Raptors"
2023-12-23,"Cleveland Cavaliers","Chicago Bulls","Away",1610612739,"Cleveland","Cavaliers"
2023-12-23,"Chicago Bulls","Cleveland Cavaliers","Home",1610612741,"Chicago","Bulls"
2023-12-23,"Los Angeles Lakers","Oklahoma City Thunder","Away",1610612747,"Los Angeles","Lakers"
2023-12-23,"Oklahoma City Thunder","Los Angeles Lakers","Home",1610612760,"Oklahoma City","Thunder"
2023-12-23,"San Antonio Spurs","Dallas Mavericks","Away",1610612759,"San Antonio","Spurs"
2023-12-23,"Dallas Mavericks","San Antonio Spurs","Home",1610612742,"Dallas","Mavericks"
2023-12-23,"Portland Trail Blazers","Golden State Warriors","Away",1610612757,"Portland","Trail Blazers"
2023-12-23,"Golden State Warriors","Portland Trail Blazers","Home",1610612744,"Golden State","Warriors"
2023-12-23,"Minnesota Timberwolves","Sacramento Kings","Away",1610612750,"Minnesota","Timberwolves"
2023-12-23,"Sacramento Kings","Minnesota Timberwolves","Home",1610612758,"Sacramento","Kings"
2023-12-25,"Milwaukee Bucks","New York Knicks","Away",1610612749,"Milwaukee","Bucks"
2023-12-25,"New York Knicks","Milwaukee Bucks","Home",1610612752,"New York","Knicks"
2023-12-25,"Golden State Warriors","Denver Nuggets","Away",1610612744,"Golden State","Warriors"
2023-12-25,"Denver Nuggets","Golden State Warriors","Home",1610612743,"Denver","Nuggets"
2023-12-25,"Boston Celtics","Los Angeles Lakers","Away",1610612738,"Boston","Celtics"
2023-12-25,"Los Angeles Lakers","Boston Celtics","Home",1610612747,"Los Angeles","Lakers"
2023-12-25,"Philadelphia 76ers","Miami Heat","Away",1610612755,"Philadelphia","76ers"
2023-12-25,"Miami Heat","Philadelphia 76ers","Home",1610612748,"Miami","Heat"
2023-12-25,"Dallas Mavericks","Phoenix Suns","Away",1610612742,"Dallas","Mavericks"
2023-12-25,"Phoenix Suns","Dallas Mavericks","Home",1610612756,"Phoenix","Suns"
2023-12-26,"Brooklyn Nets","Detroit Pistons","Away",1610612751,"Brooklyn","Nets"
2023-12-26,"Detroit Pistons","Brooklyn Nets","Home",1610612765,"Detroit","Pistons"
2023-12-26,"Orlando Magic","Washington Wizards","Away",1610612753,"Orlando","Magic"
2023-12-26,"Washington Wizards","Orlando Magic","Home",1610612764,"Washington","Wizards"
2023-12-26,"Atlanta Hawks","Chicago Bulls","Away",1610612737,"Atlanta","Hawks"
2023-12-26,"Chicago Bulls","Atlanta Hawks","Home",1610612741,"Chicago","Bulls"
2023-12-26,"Indiana Pacers","Houston Rockets","Away",1610612754,"Indiana","Pacers"
2023-12-26,"Houston Rockets","Indiana Pacers","Home",1610612745,"Houston","Rockets"
2023-12-26,"Memphis Grizzlies","New Orleans Pelicans","Away",1610612763,"Memphis","Grizzlies"
2023-12-26,"New Orleans Pelicans","Memphis Grizzlies","Home",1610612740,"New Orleans","Pelicans"
2023-12-26,"Minnesota Timberwolves","Oklahoma City Thunder","Away",1610612750,"Minnesota","Timberwolves"
2023-12-26,"Oklahoma City Thunder","Minnesota Timberwolves","Home",1610612760,"Oklahoma City","Thunder"
2023-12-26,"Utah Jazz","San Antonio Spurs","Away",1610612762,"Utah","Jazz"
2023-12-26,"San Antonio Spurs","Utah Jazz","Home",1610612759,"San Antonio","Spurs"
2023-12-26,"Sacramento Kings","Portland Trail Blazers","Away",1610612758,"Sacramento","Kings"
2023-12-26,"Portland Trail Blazers","Sacramento Kings","Home",1610612757,"Portland","Trail Blazers"
2023-12-26,"Charlotte Hornets","Los Angeles Clippers","Away",1610612766,"Charlotte","Hornets"
2023-12-26,"Los Angeles Clippers","Charlotte Hornets","Home",1610612746,"LA","Clippers"
2023-12-27,"Philadelphia 76ers","Orlando Magic","Away",1610612755,"Philadelphia","76ers"
2023-12-27,"Orlando Magic","Philadelphia 76ers","Home",1610612753,"Orlando","Magic"
2023-12-27,"Toronto Raptors","Washington Wizards","Away",1610612761,"Toronto","Raptors"
2023-12-27,"Washington Wizards","Toronto Raptors","Home",1610612764,"Washington","Wizards"
2023-12-27,"Milwaukee Bucks","Brooklyn Nets","Away",1610612749,"Milwaukee","Bucks"
2023-12-27,"Brooklyn Nets","Milwaukee Bucks","Home",1610612751,"Brooklyn","Nets"
2023-12-27,"Phoenix Suns","Houston Rockets","Away",1610612756,"Phoenix","Suns"
2023-12-27,"Houston Rockets","Phoenix Suns","Home",1610612745,"Houston","Rockets"
2023-12-27,"New York Knicks","Oklahoma City Thunder","Away",1610612752,"New York","Knicks"
2023-12-27,"Oklahoma City Thunder","New York Knicks","Home",1610612760,"Oklahoma City","Thunder"
2023-12-27,"Cleveland Cavaliers","Dallas Mavericks","Away",1610612739,"Cleveland","Cavaliers"
2023-12-27,"Dallas Mavericks","Cleveland Cavaliers","Home",1610612742,"Dallas","Mavericks"
2023-12-28,"Detroit Pistons","Boston Celtics","Away",1610612765,"Detroit","Pistons"
2023-12-28,"Boston Celtics","Detroit Pistons","Home",1610612738,"Boston","Celtics"
2023-12-28,"Indiana Pacers","Chicago Bulls","Away",1610612754,"Indiana","Pacers"
2023-12-28,"Chicago Bulls","Indiana Pacers","Home",1610612741,"Chicago","Bulls"
2023-12-28,"Dallas Mavericks","Minnesota Timberwolves","Away",1610612742,"Dallas","Mavericks"
2023-12-28,"Minnesota Timberwolves","Dallas Mavericks","Home",1610612750,"Minnesota","Timberwolves"
2023-12-28,"Utah Jazz","New Orleans Pelicans","Away",1610612762,"Utah","Jazz"
2023-12-28,"New Orleans Pelicans","Utah Jazz","Home",1610612740,"New Orleans","Pelicans"
2023-12-28,"Memphis Grizzlies","Denver Nuggets","Away",1610612763,"Memphis","Grizzlies"
2023-12-28,"Denver Nuggets","Memphis Grizzlies","Home",1610612743,"Denver","Nuggets"
2023-12-28,"Miami Heat","Golden State Warriors","Away",1610612748,"Miami","Heat"
2023-12-28,"Golden State Warriors","Miami Heat","Home",1610612744,"Golden State","Warriors"
2023-12-28,"San Antonio Spurs","Portland Trail Blazers","Away",1610612759,"San Antonio","Spurs"
2023-12-28,"Portland Trail Blazers","San Antonio Spurs","Home",1610612757,"Portland","Trail Blazers"
2023-12-28,"Charlotte Hornets","Los Angeles Lakers","Away",1610612766,"Charlotte","Hornets"
2023-12-28,"Los Angeles Lakers","Charlotte Hornets","Home",1610612747,"Los Angeles","Lakers"
2023-12-29,"New York Knicks","Orlando Magic","Away",1610612752,"New York","Knicks"
2023-12-29,"Orlando Magic","New York Knicks","Home",1610612753,"Orlando","Magic"
2023-12-29,"Brooklyn Nets","Washington Wizards","Away",1610612751,"Brooklyn","Nets"
2023-12-29,"Washington Wizards","Brooklyn Nets","Home",1610612764,"Washington","Wizards"
2023-12-29,"Sacramento Kings","Atlanta Hawks","Away",1610612758,"Sacramento","Kings"
2023-12-29,"Atlanta Hawks","Sacramento Kings","Home",1610612737,"Atlanta","Hawks"
2023-12-29,"Toronto Raptors","Boston Celtics","Away",1610612761,"Toronto","Raptors"
2023-12-29,"Boston Celtics","Toronto Raptors","Home",1610612738,"Boston","Celtics"
2023-12-29,"Milwaukee Bucks","Cleveland Cavaliers","Away",1610612749,"Milwaukee","Bucks"
2023-12-29,"Cleveland Cavaliers","Milwaukee Bucks","Home",1610612739,"Cleveland","Cavaliers"
2023-12-29,"Philadelphia 76ers","Houston Rockets","Away",1610612755,"Philadelphia","76ers"
